Time (s),AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Sampling Rate
4.8773437500e+001,4.1769228516e+003,4.1728203125e+003,4.1794873047e+003,4.1789741211e+003,4.2307690430e+003,4.1810258789e+003,4.2117949219e+003,4.1584614258e+003,4.1851284180e+003,4.2923076172e+003,4.1707690430e+003,4.1697436523e+003,4.2369228516e+003,4.1682050781e+003,
4.8781250000e+001,4.1789741211e+003,4.1692309570e+003,4.1774360352e+003,4.1779487305e+003,4.2246152344e+003,4.1820512695e+003,4.2184614258e+003,4.1461538086e+003,4.1846152344e+003,4.2835898438e+003,4.1707690430e+003,4.1728203125e+003,4.2307690430e+003,4.1610258789e+003,
4.8789062500e+001,4.1815385742e+003,4.1666665039e+003,4.1769228516e+003,4.1774360352e+003,4.2364101563e+003,4.1851284180e+003,4.2128203125e+003,4.1246152344e+003,4.1846152344e+003,4.2635898438e+003,4.1707690430e+003,4.1712822266e+003,4.2230771484e+003,4.1569228516e+003,
4.8796875000e+001,4.1789741211e+003,4.1723076172e+003,4.1789741211e+003,4.1779487305e+003,4.2533334961e+003,4.1856411133e+003,4.2394873047e+003,4.1543588867e+003,4.1861538086e+003,4.2897436523e+003,4.1702563477e+003,4.1671796875e+003,4.2374360352e+003,4.1656411133e+003,
4.8804687500e+001,4.1779487305e+003,4.1717949219e+003,4.1789741211e+003,4.1764101563e+003,4.2384614258e+003,4.1856411133e+003,4.2497436523e+003,4.1692309570e+003,4.1861538086e+003,4.3107690430e+003,4.1697436523e+003,4.1687177734e+003,4.2466665039e+003,4.1707690430e+003,
4.8812500000e+001,4.1810258789e+003,4.1687177734e+003,4.1764101563e+003,4.1764101563e+003,4.2271796875e+003,4.1851284180e+003,4.2225639648e+003,4.1466665039e+003,4.1841025391e+003,4.2876923828e+003,4.1712822266e+003,4.1707690430e+003,4.2400000000e+003,4.1666665039e+003,
4.8820312500e+001,4.1805126953e+003,4.1733334961e+003,4.1733334961e+003,4.1800000000e+003,4.2548715820e+003,4.1856411133e+003,4.2164101563e+003,4.1564101563e+003,4.1835898438e+003,4.2902563477e+003,4.1728203125e+003,4.1692309570e+003,4.2461538086e+003,4.1656411133e+003,
4.8828125000e+001,4.1789741211e+003,4.1738461914e+003,4.1764101563e+003,4.1784614258e+003,4.2656411133e+003,4.1846152344e+003,4.2307690430e+003,4.1774360352e+003,4.1835898438e+003,4.3317949219e+003,4.1717949219e+003,4.1728203125e+003,4.2553847656e+003,4.1671796875e+003,
4.8835937500e+001,4.1794873047e+003,4.1717949219e+003,4.1789741211e+003,4.1738461914e+003,4.2502563477e+003,4.1841025391e+003,4.2430771484e+003,4.1712822266e+003,4.1835898438e+003,4.3364101563e+003,4.1702563477e+003,4.1753847656e+003,4.2533334961e+003,4.1656411133e+003,
4.8843750000e+001,4.1774360352e+003,4.1743588867e+003,4.1794873047e+003,4.1764101563e+003,4.2528203125e+003,4.1846152344e+003,4.2476923828e+003,4.1564101563e+003,4.1830771484e+003,4.2979487305e+003,4.1717949219e+003,4.1702563477e+003,4.2517949219e+003,4.1656411133e+003,
4.8851562500e+001,4.1774360352e+003,4.1738461914e+003,4.1794873047e+003,4.1774360352e+003,4.2589741211e+003,4.1841025391e+003,4.2389741211e+003,4.1564101563e+003,4.1846152344e+003,4.2902563477e+003,4.1743588867e+003,4.1661538086e+003,4.2497436523e+003,4.1661538086e+003,
4.8859375000e+001,4.1789741211e+003,4.1671796875e+003,4.1794873047e+003,4.1753847656e+003,4.2441025391e+003,4.1835898438e+003,4.2328203125e+003,4.1548715820e+003,4.1851284180e+003,4.3092309570e+003,4.1723076172e+003,4.1692309570e+003,4.2471796875e+003,4.1666665039e+003,
4.8867187500e+001,4.1789741211e+003,4.1682050781e+003,4.1830771484e+003,4.1794873047e+003,4.2425639648e+003,4.1841025391e+003,4.2333334961e+003,4.1476923828e+003,4.1851284180e+003,4.2933334961e+003,4.1692309570e+003,4.1717949219e+003,4.2517949219e+003,4.1676923828e+003,
4.8875000000e+001,4.1779487305e+003,4.1738461914e+003,4.1815385742e+003,4.1800000000e+003,4.2584614258e+003,4.1841025391e+003,4.2205126953e+003,4.1574360352e+003,4.1856411133e+003,4.2723076172e+003,4.1687177734e+003,4.1687177734e+003,4.2553847656e+003,4.1666665039e+003,
4.8882812500e+001,4.1764101563e+003,4.1692309570e+003,4.1753847656e+003,4.1743588867e+003,4.2507690430e+003,4.1830771484e+003,4.1994873047e+003,4.1553847656e+003,4.1861538086e+003,4.2856411133e+003,4.1712822266e+003,4.1692309570e+003,4.2446152344e+003,4.1651284180e+003,
4.8890625000e+001,4.1774360352e+003,4.1656411133e+003,4.1769228516e+003,4.1748715820e+003,4.2476923828e+003,4.1841025391e+003,4.2117949219e+003,4.1400000000e+003,4.1856411133e+003,4.3005126953e+003,4.1733334961e+003,4.1697436523e+003,4.2461538086e+003,4.1666665039e+003,
4.8898437500e+001,4.1774360352e+003,4.1743588867e+003,4.1794873047e+003,4.1789741211e+003,4.2692309570e+003,4.1846152344e+003,4.2400000000e+003,4.1502563477e+003,4.1846152344e+003,4.3015385742e+003,4.1717949219e+003,4.1682050781e+003,4.2635898438e+003,4.1682050781e+003,
4.8906250000e+001,4.1774360352e+003,4.1789741211e+003,4.1784614258e+003,4.1810258789e+003,4.2564101563e+003,4.1835898438e+003,4.2451284180e+003,4.1738461914e+003,4.1851284180e+003,4.2994873047e+003,4.1692309570e+003,4.1692309570e+003,4.2625639648e+003,4.1661538086e+003,
4.8914062500e+001,4.1769228516e+003,4.1707690430e+003,4.1774360352e+003,4.1774360352e+003,4.2415385742e+003,4.1835898438e+003,4.2384614258e+003,4.1682050781e+003,4.1846152344e+003,4.3041025391e+003,4.1692309570e+003,4.1702563477e+003,4.2538461914e+003,4.1646152344e+003,
4.8921875000e+001,4.1769228516e+003,4.1661538086e+003,4.1774360352e+003,4.1753847656e+003,4.2651284180e+003,4.1851284180e+003,4.2292309570e+003,4.1497436523e+003,4.1851284180e+003,4.3005126953e+003,4.1717949219e+003,4.1702563477e+003,4.2533334961e+003,4.1666665039e+003,
4.8929687500e+001,4.1794873047e+003,4.1712822266e+003,4.1769228516e+003,4.1784614258e+003,4.2702563477e+003,4.1856411133e+003,4.2348715820e+003,4.1553847656e+003,4.1856411133e+003,4.2830771484e+003,4.1717949219e+003,4.1687177734e+003,4.2564101563e+003,4.1666665039e+003,
4.8937500000e+001,4.1779487305e+003,4.1733334961e+003,4.1769228516e+003,4.1784614258e+003,4.2384614258e+003,4.1841025391e+003,4.2435898438e+003,4.1584614258e+003,4.1846152344e+003,4.2851284180e+003,4.1702563477e+003,4.1671796875e+003,4.2589741211e+003,4.1651284180e+003,
4.8945312500e+001,4.1784614258e+003,4.1666665039e+003,4.1794873047e+003,4.1748715820e+003,4.2261538086e+003,4.1835898438e+003,4.2143588867e+003,4.1441025391e+003,4.1841025391e+003,4.2907690430e+003,4.1712822266e+003,4.1687177734e+003,4.2538461914e+003,4.1656411133e+003,
4.8953125000e+001,4.1810258789e+003,4.1692309570e+003,4.1794873047e+003,4.1769228516e+003,4.2676923828e+003,4.1841025391e+003,4.2051284180e+003,4.1492309570e+003,4.1856411133e+003,4.3025639648e+003,4.1738461914e+003,4.1707690430e+003,4.2600000000e+003,4.1661538086e+003,
4.8960937500e+001,4.1794873047e+003,4.1810258789e+003,4.1764101563e+003,4.1805126953e+003,4.2943588867e+003,4.1851284180e+003,4.2497436523e+003,4.1728203125e+003,4.1861538086e+003,4.3276923828e+003,4.1717949219e+003,4.1702563477e+003,4.2769228516e+003,4.1666665039e+003,
4.8968750000e+001,4.1794873047e+003,4.1805126953e+003,4.1784614258e+003,4.1774360352e+003,4.2579487305e+003,4.1856411133e+003,4.2753847656e+003,4.1748715820e+003,4.1851284180e+003,4.3251284180e+003,4.1697436523e+003,4.1697436523e+003,4.2769228516e+003,4.1682050781e+003,
4.8976562500e+001,4.1789741211e+003,4.1697436523e+003,4.1794873047e+003,4.1748715820e+003,4.2241025391e+003,4.1856411133e+003,4.2471796875e+003,4.1584614258e+003,4.1856411133e+003,4.2912822266e+003,4.1717949219e+003,4.1676923828e+003,4.2584614258e+003,4.1671796875e+003,
4.8984375000e+001,4.1784614258e+003,4.1676923828e+003,4.1794873047e+003,4.1774360352e+003,4.2451284180e+003,4.1841025391e+003,4.2153847656e+003,4.1405126953e+003,4.1861538086e+003,4.2615385742e+003,4.1723076172e+003,4.1692309570e+003,4.2482050781e+003,4.1661538086e+003,
4.8992187500e+001,4.1794873047e+003,4.1712822266e+003,4.1794873047e+003,4.1789741211e+003,4.2682050781e+003,4.1846152344e+003,4.2235898438e+003,4.1379487305e+003,4.1856411133e+003,4.2615385742e+003,4.1697436523e+003,4.1738461914e+003,4.2528203125e+003,4.1671796875e+003,
4.9000000000e+001,4.1789741211e+003,4.1687177734e+003,4.1779487305e+003,4.1774360352e+003,4.2466665039e+003,4.1846152344e+003,4.2435898438e+003,4.1579487305e+003,4.1861538086e+003,4.2738461914e+003,4.1702563477e+003,4.1738461914e+003,4.2528203125e+003,4.1682050781e+003,
4.9007812500e+001,4.1779487305e+003,4.1692309570e+003,4.1805126953e+003,4.1753847656e+003,4.2430771484e+003,4.1841025391e+003,4.2476923828e+003,4.1610258789e+003,4.1861538086e+003,4.2892309570e+003,4.1723076172e+003,4.1702563477e+003,4.2517949219e+003,4.1676923828e+003,
4.9015625000e+001,4.1784614258e+003,4.1779487305e+003,4.1805126953e+003,4.1743588867e+003,4.2723076172e+003,4.1856411133e+003,4.2507690430e+003,4.1517949219e+003,4.1856411133e+003,4.2923076172e+003,4.1707690430e+003,4.1687177734e+003,4.2569228516e+003,4.1682050781e+003,
4.9023437500e+001,4.1794873047e+003,4.1784614258e+003,4.1769228516e+003,4.1815385742e+003,4.2646152344e+003,4.1871796875e+003,4.2476923828e+003,4.1533334961e+003,4.1861538086e+003,4.2697436523e+003,4.1712822266e+003,4.1707690430e+003,4.2528203125e+003,4.1676923828e+003,
4.9031250000e+001,4.1784614258e+003,4.1733334961e+003,4.1769228516e+003,4.1820512695e+003,4.2353847656e+003,4.1856411133e+003,4.2348715820e+003,4.1558974609e+003,4.1861538086e+003,4.2661538086e+003,4.1728203125e+003,4.1712822266e+003,4.2512822266e+003,4.1682050781e+003,
4.9039062500e+001,4.1774360352e+003,4.1738461914e+003,4.1800000000e+003,4.1733334961e+003,4.2358974609e+003,4.1841025391e+003,4.2256411133e+003,4.1641025391e+003,4.1856411133e+003,4.2933334961e+003,4.1697436523e+003,4.1676923828e+003,4.2610258789e+003,4.1692309570e+003,
4.9046875000e+001,4.1794873047e+003,4.1733334961e+003,4.1805126953e+003,4.1743588867e+003,4.2441025391e+003,4.1846152344e+003,4.2317949219e+003,4.1671796875e+003,4.1856411133e+003,4.2953847656e+003,4.1733334961e+003,4.1697436523e+003,4.2635898438e+003,4.1687177734e+003,
4.9054687500e+001,4.1794873047e+003,4.1753847656e+003,4.1784614258e+003,4.1805126953e+003,4.2512822266e+003,4.1861538086e+003,4.2461538086e+003,4.1569228516e+003,4.1866665039e+003,4.2779487305e+003,4.1774360352e+003,4.1758974609e+003,4.2620512695e+003,4.1671796875e+003,
4.9062500000e+001,4.1779487305e+003,4.1800000000e+003,4.1789741211e+003,4.1779487305e+003,4.2758974609e+003,4.1861538086e+003,4.2476923828e+003,4.1476923828e+003,4.1871796875e+003,4.2835898438e+003,4.1758974609e+003,4.1743588867e+003,4.2692309570e+003,4.1671796875e+003,
4.9070312500e+001,4.1779487305e+003,4.1789741211e+003,4.1779487305e+003,4.1733334961e+003,4.2851284180e+003,4.1846152344e+003,4.2348715820e+003,4.1533334961e+003,4.1851284180e+003,4.2953847656e+003,4.1753847656e+003,4.1656411133e+003,4.2676923828e+003,4.1687177734e+003,
4.9078125000e+001,4.1794873047e+003,4.1769228516e+003,4.1784614258e+003,4.1748715820e+003,4.2528203125e+003,4.1841025391e+003,4.2302563477e+003,4.1538461914e+003,4.1830771484e+003,4.2784614258e+003,4.1728203125e+003,4.1671796875e+003,4.2543588867e+003,4.1682050781e+003,
4.9085937500e+001,4.1820512695e+003,4.1774360352e+003,4.1815385742e+003,4.1789741211e+003,4.2210258789e+003,4.1856411133e+003,4.2425639648e+003,4.1492309570e+003,4.1841025391e+003,4.2656411133e+003,4.1707690430e+003,4.1748715820e+003,4.2502563477e+003,4.1666665039e+003,
4.9093750000e+001,4.1805126953e+003,4.1743588867e+003,4.1800000000e+003,4.1769228516e+003,4.2358974609e+003,4.1851284180e+003,4.2471796875e+003,4.1620512695e+003,4.1851284180e+003,4.2825639648e+003,4.1764101563e+003,4.1733334961e+003,4.2543588867e+003,4.1661538086e+003,
4.9101562500e+001,4.1784614258e+003,4.1707690430e+003,4.1784614258e+003,4.1764101563e+003,4.2600000000e+003,4.1841025391e+003,4.2333334961e+003,4.1584614258e+003,4.1851284180e+003,4.2723076172e+003,4.1784614258e+003,4.1687177734e+003,4.2492309570e+003,4.1676923828e+003,
4.9109375000e+001,4.1810258789e+003,4.1733334961e+003,4.1810258789e+003,4.1769228516e+003,4.2456411133e+003,4.1846152344e+003,4.2364101563e+003,4.1456411133e+003,4.1851284180e+003,4.2482050781e+003,4.1697436523e+003,4.1692309570e+003,4.2487177734e+003,4.1676923828e+003,
4.9117187500e+001,4.1800000000e+003,4.1728203125e+003,4.1800000000e+003,4.1779487305e+003,4.2307690430e+003,4.1851284180e+003,4.2441025391e+003,4.1466665039e+003,4.1846152344e+003,4.2610258789e+003,4.1666665039e+003,4.1692309570e+003,4.2569228516e+003,4.1682050781e+003,
4.9125000000e+001,4.1800000000e+003,4.1738461914e+003,4.1779487305e+003,4.1815385742e+003,4.2446152344e+003,4.1851284180e+003,4.2394873047e+003,4.1466665039e+003,4.1856411133e+003,4.2784614258e+003,4.1758974609e+003,4.1697436523e+003,4.2620512695e+003,4.1682050781e+003,
4.9132812500e+001,4.1825639648e+003,4.1820512695e+003,4.1789741211e+003,4.1789741211e+003,4.2594873047e+003,4.1856411133e+003,4.2425639648e+003,4.1558974609e+003,4.1856411133e+003,4.2774360352e+003,4.1779487305e+003,4.1723076172e+003,4.2743588867e+003,4.1676923828e+003,
4.9140625000e+001,4.1815385742e+003,4.1825639648e+003,4.1810258789e+003,4.1748715820e+003,4.2584614258e+003,4.1861538086e+003,4.2379487305e+003,4.1600000000e+003,4.1851284180e+003,4.2825639648e+003,4.1733334961e+003,4.1728203125e+003,4.2800000000e+003,4.1697436523e+003,
4.9148437500e+001,4.1779487305e+003,4.1764101563e+003,4.1815385742e+003,4.1784614258e+003,4.2707690430e+003,4.1856411133e+003,4.2323076172e+003,4.1538461914e+003,4.1851284180e+003,4.3102563477e+003,4.1692309570e+003,4.1707690430e+003,4.2723076172e+003,4.1712822266e+003,
4.9156250000e+001,4.1753847656e+003,4.1784614258e+003,4.1794873047e+003,4.1800000000e+003,4.2861538086e+003,4.1856411133e+003,4.2564101563e+003,4.1605126953e+003,4.1846152344e+003,4.3184614258e+003,4.1697436523e+003,4.1707690430e+003,4.2753847656e+003,4.1692309570e+003,
4.9164062500e+001,4.1784614258e+003,4.1805126953e+003,4.1789741211e+003,4.1779487305e+003,4.2666665039e+003,4.1861538086e+003,4.2666665039e+003,4.1625639648e+003,4.1830771484e+003,4.2948715820e+003,4.1769228516e+003,4.1717949219e+003,4.2743588867e+003,4.1666665039e+003,
4.9171875000e+001,4.1800000000e+003,4.1728203125e+003,4.1810258789e+003,4.1784614258e+003,4.2405126953e+003,4.1846152344e+003,4.2435898438e+003,4.1497436523e+003,4.1846152344e+003,4.2784614258e+003,4.1764101563e+003,4.1687177734e+003,4.2594873047e+003,4.1666665039e+003,
4.9179687500e+001,4.1774360352e+003,4.1687177734e+003,4.1810258789e+003,4.1779487305e+003,4.2420512695e+003,4.1846152344e+003,4.2384614258e+003,4.1553847656e+003,4.1861538086e+003,4.2743588867e+003,4.1743588867e+003,4.1692309570e+003,4.2600000000e+003,4.1676923828e+003,
4.9187500000e+001,4.1774360352e+003,4.1743588867e+003,4.1800000000e+003,4.1743588867e+003,4.2676923828e+003,4.1866665039e+003,4.2523076172e+003,4.1671796875e+003,4.1846152344e+003,4.2758974609e+003,4.1774360352e+003,4.1728203125e+003,4.2697436523e+003,4.1687177734e+003,
4.9195312500e+001,4.1789741211e+003,4.1748715820e+003,4.1794873047e+003,4.1748715820e+003,4.2871796875e+003,4.1861538086e+003,4.2512822266e+003,4.1451284180e+003,4.1846152344e+003,4.2820512695e+003,4.1748715820e+003,4.1702563477e+003,4.2671796875e+003,4.1682050781e+003,
4.9203125000e+001,4.1779487305e+003,4.1687177734e+003,4.1800000000e+003,4.1779487305e+003,4.2630771484e+003,4.1846152344e+003,4.2456411133e+003,4.1328203125e+003,4.1866665039e+003,4.2743588867e+003,4.1738461914e+003,4.1712822266e+003,4.2625639648e+003,4.1682050781e+003,
4.9210937500e+001,4.1774360352e+003,4.1733334961e+003,4.1794873047e+003,4.1779487305e+003,4.2400000000e+003,4.1846152344e+003,4.2569228516e+003,4.1661538086e+003,4.1871796875e+003,4.2841025391e+003,4.1774360352e+003,4.1774360352e+003,4.2717949219e+003,4.1692309570e+003,
4.9218750000e+001,4.1789741211e+003,4.1774360352e+003,4.1784614258e+003,4.1774360352e+003,4.2512822266e+003,4.1851284180e+003,4.2625639648e+003,4.1805126953e+003,4.1861538086e+003,4.3117949219e+003,4.1743588867e+003,4.1748715820e+003,4.2779487305e+003,4.1692309570e+003,
4.9226562500e+001,4.1810258789e+003,4.1733334961e+003,4.1800000000e+003,4.1774360352e+003,4.2630771484e+003,4.1856411133e+003,4.2594873047e+003,4.1553847656e+003,4.1851284180e+003,4.2989741211e+003,4.1733334961e+003,4.1682050781e+003,4.2738461914e+003,4.1687177734e+003,
4.9234375000e+001,4.1805126953e+003,4.1769228516e+003,4.1800000000e+003,4.1800000000e+003,4.2651284180e+003,4.1856411133e+003,4.2753847656e+003,4.1569228516e+003,4.1846152344e+003,4.2789741211e+003,4.1789741211e+003,4.1676923828e+003,4.2764101563e+003,4.1682050781e+003,
4.9242187500e+001,4.1805126953e+003,4.1820512695e+003,4.1794873047e+003,4.1866665039e+003,4.2656411133e+003,4.1861538086e+003,4.2743588867e+003,4.1682050781e+003,4.1856411133e+003,4.2830771484e+003,4.1779487305e+003,4.1733334961e+003,4.2764101563e+003,4.1682050781e+003,
4.9250000000e+001,4.1805126953e+003,4.1784614258e+003,4.1810258789e+003,4.1841025391e+003,4.2733334961e+003,4.1856411133e+003,4.2507690430e+003,4.1579487305e+003,4.1861538086e+003,4.2820512695e+003,4.1733334961e+003,4.1733334961e+003,4.2728203125e+003,4.1687177734e+003,
4.9257812500e+001,4.1774360352e+003,4.1769228516e+003,4.1789741211e+003,4.1774360352e+003,4.2748715820e+003,4.1856411133e+003,4.2482050781e+003,4.1487177734e+003,4.1851284180e+003,4.2902563477e+003,4.1743588867e+003,4.1702563477e+003,4.2707690430e+003,4.1676923828e+003,
4.9265625000e+001,4.1779487305e+003,4.1800000000e+003,4.1789741211e+003,4.1789741211e+003,4.2558974609e+003,4.1866665039e+003,4.2605126953e+003,4.1441025391e+003,4.1856411133e+003,4.3005126953e+003,4.1707690430e+003,4.1733334961e+003,4.2687177734e+003,4.1676923828e+003,
4.9273437500e+001,4.1769228516e+003,4.1779487305e+003,4.1800000000e+003,4.1779487305e+003,4.2287177734e+003,4.1861538086e+003,4.2558974609e+003,4.1435898438e+003,4.1856411133e+003,4.2830771484e+003,4.1712822266e+003,4.1743588867e+003,4.2620512695e+003,4.1687177734e+003,
4.9281250000e+001,4.1753847656e+003,4.1717949219e+003,4.1784614258e+003,4.1764101563e+003,4.2000000000e+003,4.1846152344e+003,4.2271796875e+003,4.1384614258e+003,4.1846152344e+003,4.2615385742e+003,4.1733334961e+003,4.1712822266e+003,4.2435898438e+003,4.1671796875e+003,
4.9289062500e+001,4.1774360352e+003,4.1707690430e+003,4.1774360352e+003,4.1784614258e+003,4.1917949219e+003,4.1846152344e+003,4.2030771484e+003,4.1261538086e+003,4.1856411133e+003,4.2558974609e+003,4.1692309570e+003,4.1671796875e+003,4.2266665039e+003,4.1661538086e+003,
4.9296875000e+001,4.1779487305e+003,4.1692309570e+003,4.1794873047e+003,4.1779487305e+003,4.1912822266e+003,4.1841025391e+003,4.1912822266e+003,4.1158974609e+003,4.1856411133e+003,4.2379487305e+003,4.1707690430e+003,4.1687177734e+003,4.2164101563e+003,4.1671796875e+003,
4.9304687500e+001,4.1784614258e+003,4.1707690430e+003,4.1830771484e+003,4.1774360352e+003,4.1635898438e+003,4.1820512695e+003,4.1738461914e+003,4.1194873047e+003,4.1830771484e+003,4.2189741211e+003,4.1717949219e+003,4.1738461914e+003,4.2076923828e+003,4.1682050781e+003,
4.9312500000e+001,4.1794873047e+003,4.1712822266e+003,4.1805126953e+003,4.1774360352e+003,4.1394873047e+003,4.1800000000e+003,4.1594873047e+003,4.1220512695e+003,4.1835898438e+003,4.2194873047e+003,4.1676923828e+003,4.1728203125e+003,4.2005126953e+003,4.1656411133e+003,
4.9320312500e+001,4.1794873047e+003,4.1682050781e+003,4.1769228516e+003,4.1758974609e+003,4.1358974609e+003,4.1815385742e+003,4.1533334961e+003,4.0953845215e+003,4.1861538086e+003,4.2097436523e+003,4.1692309570e+003,4.1702563477e+003,4.1830771484e+003,4.1666665039e+003,
4.9328125000e+001,4.1800000000e+003,4.1692309570e+003,4.1779487305e+003,4.1743588867e+003,4.1256411133e+003,4.1820512695e+003,4.1523076172e+003,4.0861538086e+003,4.1846152344e+003,4.1958974609e+003,4.1712822266e+003,4.1728203125e+003,4.1712822266e+003,4.1697436523e+003,
4.9335937500e+001,4.1789741211e+003,4.1702563477e+003,4.1794873047e+003,4.1743588867e+003,4.1020512695e+003,4.1764101563e+003,4.1420512695e+003,4.1087177734e+003,4.1835898438e+003,4.1892309570e+003,4.1707690430e+003,4.1748715820e+003,4.1758974609e+003,4.1615385742e+003,
4.9343750000e+001,4.1789741211e+003,4.1692309570e+003,4.1805126953e+003,4.1769228516e+003,4.0958974609e+003,4.1687177734e+003,4.1282050781e+003,4.1117949219e+003,4.1856411133e+003,4.1820512695e+003,4.1697436523e+003,4.1712822266e+003,4.1702563477e+003,4.1579487305e+003,
4.9351562500e+001,4.1784614258e+003,4.1676923828e+003,4.1805126953e+003,4.1784614258e+003,4.1082050781e+003,4.1692309570e+003,4.1210258789e+003,4.0830769043e+003,4.1856411133e+003,4.1769228516e+003,4.1697436523e+003,4.1707690430e+003,4.1579487305e+003,4.1625639648e+003,
4.9359375000e+001,4.1764101563e+003,4.1666665039e+003,4.1794873047e+003,4.1784614258e+003,4.0989741211e+003,4.1774360352e+003,4.1271796875e+003,4.0738461914e+003,4.1846152344e+003,4.1794873047e+003,4.1717949219e+003,4.1728203125e+003,4.1641025391e+003,4.1564101563e+003,
4.9367187500e+001,4.1764101563e+003,4.1666665039e+003,4.1794873047e+003,4.1784614258e+003,4.0989741211e+003,4.1774360352e+003,4.1271796875e+003,4.0738461914e+003,4.1846152344e+003,4.1794873047e+003,4.1717949219e+003,4.1728203125e+003,4.1641025391e+003,4.1564101563e+003,
4.9375000000e+001,4.1738461914e+003,4.1687177734e+003,4.1784614258e+003,4.1748715820e+003,4.1005126953e+003,4.1830771484e+003,4.1574360352e+003,4.1056411133e+003,4.1861538086e+003,4.2143588867e+003,4.1717949219e+003,4.1692309570e+003,4.1820512695e+003,4.1548715820e+003,
4.9382812500e+001,4.1805126953e+003,4.1702563477e+003,4.1820512695e+003,4.1830771484e+003,4.1256411133e+003,4.1815385742e+003,4.1687177734e+003,4.1246152344e+003,4.1866665039e+003,4.2374360352e+003,4.1712822266e+003,4.1707690430e+003,4.1846152344e+003,4.1723076172e+003,
4.9390625000e+001,4.1866665039e+003,4.1692309570e+003,4.1800000000e+003,4.1887177734e+003,4.1364101563e+003,4.1815385742e+003,4.1456411133e+003,4.1133334961e+003,4.1856411133e+003,4.2158974609e+003,4.1707690430e+003,4.1723076172e+003,4.1789741211e+003,4.1682050781e+003,
4.9398437500e+001,4.1825639648e+003,4.1682050781e+003,4.1769228516e+003,4.1810258789e+003,4.1200000000e+003,4.1846152344e+003,4.1358974609e+003,4.1025639648e+003,4.1846152344e+003,4.1943588867e+003,4.1697436523e+003,4.1692309570e+003,4.1758974609e+003,4.1543588867e+003,
4.9406250000e+001,4.1851284180e+003,4.1687177734e+003,4.1866665039e+003,4.1825639648e+003,4.1056411133e+003,4.1830771484e+003,4.1523076172e+003,4.1082050781e+003,4.1841025391e+003,4.1856411133e+003,4.1702563477e+003,4.1728203125e+003,4.1687177734e+003,4.1661538086e+003,
4.9414062500e+001,4.1835898438e+003,4.1733334961e+003,4.1876923828e+003,4.1841025391e+003,4.1266665039e+003,4.1800000000e+003,4.1743588867e+003,4.1251284180e+003,4.1851284180e+003,4.1984614258e+003,4.1717949219e+003,4.1692309570e+003,4.1789741211e+003,4.1671796875e+003,
4.9421875000e+001,4.1835898438e+003,4.1738461914e+003,4.1841025391e+003,4.1846152344e+003,4.1210258789e+003,4.1815385742e+003,4.1620512695e+003,4.1056411133e+003,4.1861538086e+003,4.1979487305e+003,4.1723076172e+003,4.1723076172e+003,4.1794873047e+003,4.1625639648e+003,
4.9429687500e+001,4.1820512695e+003,4.1692309570e+003,4.1820512695e+003,4.1805126953e+003,4.1143588867e+003,4.1820512695e+003,4.1415385742e+003,4.0835898438e+003,4.1851284180e+003,4.1897436523e+003,4.1697436523e+003,4.1810258789e+003,4.1651284180e+003,4.1651284180e+003,
4.9437500000e+001,4.1753847656e+003,4.1682050781e+003,4.1784614258e+003,4.1738461914e+003,4.1456411133e+003,4.1810258789e+003,4.1487177734e+003,4.1035898438e+003,4.1851284180e+003,4.2117949219e+003,4.1687177734e+003,4.1748715820e+003,4.1733334961e+003,4.1615385742e+003,
4.9445312500e+001,4.1815385742e+003,4.1702563477e+003,4.1835898438e+003,4.1800000000e+003,4.1364101563e+003,4.1810258789e+003,4.1625639648e+003,4.1112822266e+003,4.1861538086e+003,4.2153847656e+003,4.1692309570e+003,4.1707690430e+003,4.1846152344e+003,4.1646152344e+003,
4.9453125000e+001,4.1784614258e+003,4.1702563477e+003,4.1794873047e+003,4.1815385742e+003,4.1123076172e+003,4.1815385742e+003,4.1712822266e+003,4.1097436523e+003,4.1861538086e+003,4.2035898438e+003,4.1692309570e+003,4.1687177734e+003,4.1835898438e+003,4.1635898438e+003,
4.9460937500e+001,4.1769228516e+003,4.1687177734e+003,4.1774360352e+003,4.1800000000e+003,4.1123076172e+003,4.1810258789e+003,4.1553847656e+003,4.1061538086e+003,4.1856411133e+003,4.2051284180e+003,4.1697436523e+003,4.1707690430e+003,4.1697436523e+003,4.1605126953e+003,
4.9468750000e+001,4.1810258789e+003,4.1707690430e+003,4.1815385742e+003,4.1764101563e+003,4.1297436523e+003,4.1810258789e+003,4.1441025391e+003,4.1046152344e+003,4.1861538086e+003,4.2179487305e+003,4.1707690430e+003,4.1733334961e+003,4.1687177734e+003,4.1610258789e+003,
4.9476562500e+001,4.1764101563e+003,4.1723076172e+003,4.1779487305e+003,4.1728203125e+003,4.1389741211e+003,4.1810258789e+003,4.1687177734e+003,4.1276923828e+003,4.1861538086e+003,4.2194873047e+003,4.1697436523e+003,4.1707690430e+003,4.1861538086e+003,4.1605126953e+003,
4.9484375000e+001,4.1769228516e+003,4.1671796875e+003,4.1794873047e+003,4.1794873047e+003,4.1184614258e+003,4.1810258789e+003,4.1717949219e+003,4.1235898438e+003,4.1861538086e+003,4.2051284180e+003,4.1692309570e+003,4.1738461914e+003,4.1815385742e+003,4.1635898438e+003,
