Time (s),AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Sampling Rate
3.7968750000e+000,4.1841025391e+003,4.1984614258e+003,4.1846152344e+003,4.1846152344e+003,4.2394873047e+003,4.1830771484e+003,4.2589741211e+003,4.2897436523e+003,4.1856411133e+003,4.3712822266e+003,4.1841025391e+003,4.1728203125e+003,4.3066665039e+003,4.1815385742e+003,
3.8046875000e+000,4.1805126953e+003,4.2010258789e+003,4.1815385742e+003,4.1784614258e+003,4.1861538086e+003,4.1830771484e+003,4.2271796875e+003,4.2882050781e+003,4.1856411133e+003,4.3728203125e+003,4.1866665039e+003,4.1697436523e+003,4.3005126953e+003,4.1753847656e+003,
3.8125000000e+000,4.1835898438e+003,4.1964101563e+003,4.1841025391e+003,4.1774360352e+003,4.1615385742e+003,4.1815385742e+003,4.2420512695e+003,4.2979487305e+003,4.1861538086e+003,4.3543588867e+003,4.1856411133e+003,4.1723076172e+003,4.2948715820e+003,4.1794873047e+003,
3.8203125000e+000,4.1815385742e+003,4.1943588867e+003,4.1846152344e+003,4.1784614258e+003,4.1994873047e+003,4.1825639648e+003,4.2651284180e+003,4.2974360352e+003,4.1856411133e+003,4.3430771484e+003,4.1841025391e+003,4.1743588867e+003,4.2943588867e+003,4.1820512695e+003,
3.8281250000e+000,4.1810258789e+003,4.2010258789e+003,4.1846152344e+003,4.1779487305e+003,4.2338461914e+003,4.1841025391e+003,4.2600000000e+003,4.2933334961e+003,4.1830771484e+003,4.3471796875e+003,4.1851284180e+003,4.1733334961e+003,4.2938461914e+003,4.1794873047e+003,
3.8359375000e+000,4.1825639648e+003,4.2035898438e+003,4.1835898438e+003,4.1805126953e+003,4.2466665039e+003,4.1841025391e+003,4.2784614258e+003,4.3030771484e+003,4.1841025391e+003,4.3676923828e+003,4.1841025391e+003,4.1702563477e+003,4.3005126953e+003,4.1758974609e+003,
3.8437500000e+000,4.1810258789e+003,4.2015385742e+003,4.1810258789e+003,4.1800000000e+003,4.2343588867e+003,4.1841025391e+003,4.2948715820e+003,4.3061538086e+003,4.1856411133e+003,4.3846152344e+003,4.1851284180e+003,4.1733334961e+003,4.3041025391e+003,4.1758974609e+003,
3.8515625000e+000,4.1820512695e+003,4.1974360352e+003,4.1825639648e+003,4.1789741211e+003,4.1851284180e+003,4.1841025391e+003,4.2461538086e+003,4.2856411133e+003,4.1846152344e+003,4.3528203125e+003,4.1861538086e+003,4.1753847656e+003,4.2707690430e+003,4.1779487305e+003,
3.8593750000e+000,4.1830771484e+003,4.1979487305e+003,4.1825639648e+003,4.1784614258e+003,4.1882050781e+003,4.1841025391e+003,4.2225639648e+003,4.2825639648e+003,4.1835898438e+003,4.3189741211e+003,4.1830771484e+003,4.1702563477e+003,4.2579487305e+003,4.1769228516e+003,
3.8671875000e+000,4.1841025391e+003,4.2025639648e+003,4.1835898438e+003,4.1800000000e+003,4.2482050781e+003,4.1841025391e+003,4.2723076172e+003,4.3046152344e+003,4.1851284180e+003,4.3471796875e+003,4.1856411133e+003,4.1743588867e+003,4.3010258789e+003,4.1794873047e+003,
3.8750000000e+000,4.1825639648e+003,4.2035898438e+003,4.1830771484e+003,4.1805126953e+003,4.2641025391e+003,4.1841025391e+003,4.3010258789e+003,4.3128203125e+003,4.1851284180e+003,4.3953847656e+003,4.1912822266e+003,4.1789741211e+003,4.3333334961e+003,4.1784614258e+003,
3.8828125000e+000,4.1805126953e+003,4.1984614258e+003,4.1810258789e+003,4.1779487305e+003,4.2328203125e+003,4.1841025391e+003,4.2835898438e+003,4.2989741211e+003,4.1846152344e+003,4.4000000000e+003,4.1887177734e+003,4.1743588867e+003,4.3282050781e+003,4.1774360352e+003,
3.8906250000e+000,4.1841025391e+003,4.1979487305e+003,4.1825639648e+003,4.1779487305e+003,4.2194873047e+003,4.1841025391e+003,4.2851284180e+003,4.2928203125e+003,4.1856411133e+003,4.3815385742e+003,4.1912822266e+003,4.1733334961e+003,4.3276923828e+003,4.1805126953e+003,
3.8984375000e+000,4.1820512695e+003,4.2025639648e+003,4.1820512695e+003,4.1805126953e+003,4.2358974609e+003,4.1841025391e+003,4.3076923828e+003,4.3051284180e+003,4.1856411133e+003,4.3820512695e+003,4.1923076172e+003,4.1733334961e+003,4.3364101563e+003,4.1764101563e+003,
3.9062500000e+000,4.1825639648e+003,4.2030771484e+003,4.1825639648e+003,4.1815385742e+003,4.2451284180e+003,4.1841025391e+003,4.3010258789e+003,4.3076923828e+003,4.1851284180e+003,4.3953847656e+003,4.1902563477e+003,4.1743588867e+003,4.3348715820e+003,4.1764101563e+003,
3.9140625000e+000,4.1846152344e+003,4.2005126953e+003,4.1830771484e+003,4.1794873047e+003,4.2415385742e+003,4.1841025391e+003,4.2800000000e+003,4.2948715820e+003,4.1846152344e+003,4.3938461914e+003,4.1907690430e+003,4.1738461914e+003,4.3317949219e+003,4.1784614258e+003,
3.9218750000e+000,4.1810258789e+003,4.1994873047e+003,4.1815385742e+003,4.1830771484e+003,4.2476923828e+003,4.1841025391e+003,4.2902563477e+003,4.2861538086e+003,4.1851284180e+003,4.3907690430e+003,4.1897436523e+003,4.1723076172e+003,4.3323076172e+003,4.1779487305e+003,
3.9296875000e+000,4.1789741211e+003,4.2020512695e+003,4.1841025391e+003,4.1871796875e+003,4.2620512695e+003,4.1841025391e+003,4.3112822266e+003,4.2907690430e+003,4.1851284180e+003,4.4143588867e+003,4.1892309570e+003,4.1753847656e+003,4.3348715820e+003,4.1794873047e+003,
3.9375000000e+000,4.1800000000e+003,4.2046152344e+003,4.1841025391e+003,4.1800000000e+003,4.2615385742e+003,4.1841025391e+003,4.3046152344e+003,4.3061538086e+003,4.1846152344e+003,4.4343588867e+003,4.1887177734e+003,4.1748715820e+003,4.3405126953e+003,4.1774360352e+003,
3.9453125000e+000,4.1835898438e+003,4.2035898438e+003,4.1830771484e+003,4.1764101563e+003,4.2435898438e+003,4.1835898438e+003,4.2907690430e+003,4.3041025391e+003,4.1841025391e+003,4.4030771484e+003,4.1902563477e+003,4.1743588867e+003,4.3348715820e+003,4.1779487305e+003,
3.9531250000e+000,4.1830771484e+003,4.2020512695e+003,4.1841025391e+003,4.1805126953e+003,4.2476923828e+003,4.1846152344e+003,4.3025639648e+003,4.2938461914e+003,4.1851284180e+003,4.3779487305e+003,4.1917949219e+003,4.1717949219e+003,4.3287177734e+003,4.1779487305e+003,
3.9609375000e+000,4.1815385742e+003,4.2015385742e+003,4.1841025391e+003,4.1820512695e+003,4.2779487305e+003,4.1871796875e+003,4.3225639648e+003,4.2928203125e+003,4.1856411133e+003,4.4061538086e+003,4.1902563477e+003,4.1697436523e+003,4.3328203125e+003,4.1769228516e+003,
3.9687500000e+000,4.1820512695e+003,4.2015385742e+003,4.1861538086e+003,4.1774360352e+003,4.2866665039e+003,4.1871796875e+003,4.3184614258e+003,4.2871796875e+003,4.1846152344e+003,4.4302563477e+003,4.1907690430e+003,4.1753847656e+003,4.3374360352e+003,4.1800000000e+003,
3.9765625000e+000,4.1769228516e+003,4.2071796875e+003,4.1835898438e+003,4.1779487305e+003,4.2574360352e+003,4.1856411133e+003,4.3000000000e+003,4.2887177734e+003,4.1835898438e+003,4.4220512695e+003,4.1907690430e+003,4.1738461914e+003,4.3358974609e+003,4.1779487305e+003,
3.9843750000e+000,4.1779487305e+003,4.2051284180e+003,4.1825639648e+003,4.1866665039e+003,4.2297436523e+003,4.1861538086e+003,4.2856411133e+003,4.2958974609e+003,4.1846152344e+003,4.3933334961e+003,4.1928203125e+003,4.1738461914e+003,4.3287177734e+003,4.1794873047e+003,
3.9921875000e+000,4.1830771484e+003,4.2015385742e+003,4.1835898438e+003,4.1866665039e+003,4.2641025391e+003,4.1861538086e+003,4.2979487305e+003,4.3015385742e+003,4.1856411133e+003,4.3892309570e+003,4.1933334961e+003,4.1774360352e+003,4.3297436523e+003,4.1810258789e+003,
4.0000000000e+000,4.1825639648e+003,4.2092309570e+003,4.1841025391e+003,4.1810258789e+003,4.3020512695e+003,4.1856411133e+003,4.3082050781e+003,4.3020512695e+003,4.1846152344e+003,4.4205126953e+003,4.1912822266e+003,4.1758974609e+003,4.3348715820e+003,4.1779487305e+003,
4.0078125000e+000,4.1835898438e+003,4.2138461914e+003,4.1871796875e+003,4.1810258789e+003,4.2682050781e+003,4.1866665039e+003,4.3005126953e+003,4.2984614258e+003,4.1856411133e+003,4.4353847656e+003,4.1933334961e+003,4.1764101563e+003,4.3307690430e+003,4.1789741211e+003,
4.0156250000e+000,4.1820512695e+003,4.2092309570e+003,4.1882050781e+003,4.1830771484e+003,4.2538461914e+003,4.1876923828e+003,4.3056411133e+003,4.2974360352e+003,4.1866665039e+003,4.4282050781e+003,4.1938461914e+003,4.1733334961e+003,4.3287177734e+003,4.1774360352e+003,
4.0234375000e+000,4.1835898438e+003,4.2087177734e+003,4.1871796875e+003,4.1861538086e+003,4.2810258789e+003,4.1861538086e+003,4.3025639648e+003,4.2902563477e+003,4.1851284180e+003,4.4246152344e+003,4.1912822266e+003,4.1753847656e+003,4.3271796875e+003,4.1794873047e+003,
4.0312500000e+000,4.1851284180e+003,4.2107690430e+003,4.1841025391e+003,4.1841025391e+003,4.2548715820e+003,4.1856411133e+003,4.2953847656e+003,4.2753847656e+003,4.1841025391e+003,4.4097436523e+003,4.1907690430e+003,4.1784614258e+003,4.3194873047e+003,4.1805126953e+003,
4.0390625000e+000,4.1841025391e+003,4.2107690430e+003,4.1830771484e+003,4.1835898438e+003,4.2446152344e+003,4.1861538086e+003,4.3066665039e+003,4.2794873047e+003,4.1856411133e+003,4.4010258789e+003,4.1928203125e+003,4.1764101563e+003,4.3241025391e+003,4.1789741211e+003,
4.0468750000e+000,4.1830771484e+003,4.2169228516e+003,4.1835898438e+003,4.1851284180e+003,4.3046152344e+003,4.1861538086e+003,4.3169228516e+003,4.3071796875e+003,4.1861538086e+003,4.4451284180e+003,4.1938461914e+003,4.1758974609e+003,4.3400000000e+003,4.1810258789e+003,
4.0546875000e+000,4.1820512695e+003,4.2179487305e+003,4.1830771484e+003,4.1835898438e+003,4.2958974609e+003,4.1856411133e+003,4.3071796875e+003,4.2984614258e+003,4.1846152344e+003,4.4630771484e+003,4.1938461914e+003,4.1723076172e+003,4.3297436523e+003,4.1774360352e+003,
4.0625000000e+000,4.1830771484e+003,4.2184614258e+003,4.1866665039e+003,4.1846152344e+003,4.2389741211e+003,4.1861538086e+003,4.2958974609e+003,4.2707690430e+003,4.1841025391e+003,4.4128203125e+003,4.1938461914e+003,4.1738461914e+003,4.3097436523e+003,4.1779487305e+003,
4.0703125000e+000,4.1784614258e+003,4.2266665039e+003,4.1835898438e+003,4.1841025391e+003,4.2702563477e+003,4.1882050781e+003,4.3041025391e+003,4.2928203125e+003,4.1861538086e+003,4.4066665039e+003,4.1882050781e+003,4.1728203125e+003,4.3210258789e+003,4.1789741211e+003,
4.0781250000e+000,4.1753847656e+003,4.2200000000e+003,4.1841025391e+003,4.1835898438e+003,4.2923076172e+003,4.1861538086e+003,4.2866665039e+003,4.2984614258e+003,4.1861538086e+003,4.4112822266e+003,4.1861538086e+003,4.1743588867e+003,4.3230771484e+003,4.1779487305e+003,
4.0859375000e+000,4.1830771484e+003,4.2128203125e+003,4.1892309570e+003,4.1851284180e+003,4.2625639648e+003,4.1861538086e+003,4.2589741211e+003,4.2625639648e+003,4.1835898438e+003,4.3846152344e+003,4.1928203125e+003,4.1805126953e+003,4.3061538086e+003,4.1825639648e+003,
4.0937500000e+000,4.1841025391e+003,4.2241025391e+003,4.1815385742e+003,4.1846152344e+003,4.2800000000e+003,4.1923076172e+003,4.2835898438e+003,4.2717949219e+003,4.1835898438e+003,4.4138461914e+003,4.1948715820e+003,4.1764101563e+003,4.3158974609e+003,4.1810258789e+003,
4.1015625000e+000,4.1846152344e+003,4.2266665039e+003,4.1800000000e+003,4.1846152344e+003,4.2887177734e+003,4.1938461914e+003,4.3117949219e+003,4.2912822266e+003,4.1856411133e+003,4.4420512695e+003,4.1912822266e+003,4.1779487305e+003,4.3256411133e+003,4.1810258789e+003,
4.1093750000e+000,4.1846152344e+003,4.2158974609e+003,4.1820512695e+003,4.1856411133e+003,4.2646152344e+003,4.1866665039e+003,4.2974360352e+003,4.2738461914e+003,4.1851284180e+003,4.4010258789e+003,4.1923076172e+003,4.1779487305e+003,4.3128203125e+003,4.1810258789e+003,
4.1171875000e+000,4.1830771484e+003,4.2153847656e+003,4.1830771484e+003,4.1851284180e+003,4.2584614258e+003,4.1835898438e+003,4.2830771484e+003,4.2630771484e+003,4.1856411133e+003,4.3779487305e+003,4.1933334961e+003,4.1717949219e+003,4.3025639648e+003,4.1800000000e+003,
4.1250000000e+000,4.1810258789e+003,4.2189741211e+003,4.1851284180e+003,4.1846152344e+003,4.2456411133e+003,4.1917949219e+003,4.2953847656e+003,4.2743588867e+003,4.1861538086e+003,4.3943588867e+003,4.1928203125e+003,4.1728203125e+003,4.3082050781e+003,4.1825639648e+003,
4.1328125000e+000,4.1764101563e+003,4.2148715820e+003,4.1810258789e+003,4.1846152344e+003,4.2553847656e+003,4.2015385742e+003,4.3102563477e+003,4.2789741211e+003,4.1846152344e+003,4.3928203125e+003,4.1907690430e+003,4.1723076172e+003,4.3128203125e+003,4.1769228516e+003,
4.1406250000e+000,4.1764101563e+003,4.2148715820e+003,4.1810258789e+003,4.1846152344e+003,4.2553847656e+003,4.2015385742e+003,4.3102563477e+003,4.2789741211e+003,4.1846152344e+003,4.3928203125e+003,4.1907690430e+003,4.1723076172e+003,4.3128203125e+003,4.1769228516e+003,
4.1484375000e+000,4.1784614258e+003,4.2179487305e+003,4.1856411133e+003,4.1856411133e+003,4.3030771484e+003,4.1979487305e+003,4.3092309570e+003,4.2748715820e+003,4.1846152344e+003,4.3861538086e+003,4.1912822266e+003,4.1753847656e+003,4.3061538086e+003,4.1753847656e+003,
4.1562500000e+000,4.1789741211e+003,4.2282050781e+003,4.1876923828e+003,4.1841025391e+003,4.3205126953e+003,4.1897436523e+003,4.3123076172e+003,4.2830771484e+003,4.1851284180e+003,4.4133334961e+003,4.1943588867e+003,4.1753847656e+003,4.3174360352e+003,4.1794873047e+003,
4.1640625000e+000,4.1779487305e+003,4.2225639648e+003,4.1810258789e+003,4.1830771484e+003,4.2558974609e+003,4.1851284180e+003,4.3025639648e+003,4.2753847656e+003,4.1846152344e+003,4.4092309570e+003,4.1938461914e+003,4.1723076172e+003,4.3241025391e+003,4.1774360352e+003,
4.1718750000e+000,4.1830771484e+003,4.2153847656e+003,4.1835898438e+003,4.1846152344e+003,4.2230771484e+003,4.1882050781e+003,4.2733334961e+003,4.2558974609e+003,4.1846152344e+003,4.3717949219e+003,4.1948715820e+003,4.1774360352e+003,4.3097436523e+003,4.1779487305e+003,
4.1796875000e+000,4.1810258789e+003,4.2251284180e+003,4.1851284180e+003,4.1841025391e+003,4.2969228516e+003,4.1923076172e+003,4.2753847656e+003,4.2682050781e+003,4.1846152344e+003,4.3841025391e+003,4.1933334961e+003,4.1758974609e+003,4.3128203125e+003,4.1774360352e+003,
4.1875000000e+000,4.1764101563e+003,4.2276923828e+003,4.1810258789e+003,4.1841025391e+003,4.3071796875e+003,4.1923076172e+003,4.2928203125e+003,4.2764101563e+003,4.1846152344e+003,4.3979487305e+003,4.1892309570e+003,4.1738461914e+003,4.3153847656e+003,4.1800000000e+003,
4.1953125000e+000,4.1789741211e+003,4.2169228516e+003,4.1784614258e+003,4.1841025391e+003,4.2471796875e+003,4.1861538086e+003,4.2938461914e+003,4.2610258789e+003,4.1851284180e+003,4.3769228516e+003,4.1902563477e+003,4.1784614258e+003,4.3000000000e+003,4.1825639648e+003,
4.2031250000e+000,4.1805126953e+003,4.2138461914e+003,4.1820512695e+003,4.1841025391e+003,4.2543588867e+003,4.1846152344e+003,4.2764101563e+003,4.2558974609e+003,4.1846152344e+003,4.3764101563e+003,4.1933334961e+003,4.1769228516e+003,4.2969228516e+003,4.1774360352e+003,
4.2109375000e+000,4.1805126953e+003,4.2179487305e+003,4.1861538086e+003,4.1841025391e+003,4.2830771484e+003,4.1887177734e+003,4.2635898438e+003,4.2656411133e+003,4.1846152344e+003,4.3764101563e+003,4.1958974609e+003,4.1738461914e+003,4.3041025391e+003,4.1769228516e+003,
4.2187500000e+000,4.1789741211e+003,4.2200000000e+003,4.1841025391e+003,4.1841025391e+003,4.2835898438e+003,4.1871796875e+003,4.2923076172e+003,4.2789741211e+003,4.1866665039e+003,4.3646152344e+003,4.1933334961e+003,4.1733334961e+003,4.3082050781e+003,4.1774360352e+003,
4.2265625000e+000,4.1774360352e+003,4.2179487305e+003,4.1835898438e+003,4.1841025391e+003,4.3015385742e+003,4.1876923828e+003,4.3102563477e+003,4.2846152344e+003,4.1856411133e+003,4.3738461914e+003,4.1907690430e+003,4.1753847656e+003,4.3117949219e+003,4.1764101563e+003,
4.2343750000e+000,4.1784614258e+003,4.2200000000e+003,4.1856411133e+003,4.1841025391e+003,4.3123076172e+003,4.1953847656e+003,4.2892309570e+003,4.2805126953e+003,4.1856411133e+003,4.3897436523e+003,4.1928203125e+003,4.1738461914e+003,4.3123076172e+003,4.1733334961e+003,
4.2421875000e+000,4.1789741211e+003,4.2251284180e+003,4.1851284180e+003,4.1841025391e+003,4.2758974609e+003,4.1979487305e+003,4.2774360352e+003,4.2779487305e+003,4.1866665039e+003,4.3846152344e+003,4.1938461914e+003,4.1728203125e+003,4.3076923828e+003,4.1723076172e+003,
4.2500000000e+000,4.1800000000e+003,4.2246152344e+003,4.1846152344e+003,4.1841025391e+003,4.2584614258e+003,4.1989741211e+003,4.2866665039e+003,4.2733334961e+003,4.1861538086e+003,4.3764101563e+003,4.1917949219e+003,4.1784614258e+003,4.3046152344e+003,4.1789741211e+003,
4.2578125000e+000,4.1794873047e+003,4.2225639648e+003,4.1846152344e+003,4.1841025391e+003,4.2717949219e+003,4.1958974609e+003,4.2830771484e+003,4.2615385742e+003,4.1851284180e+003,4.3676923828e+003,4.1871796875e+003,4.1779487305e+003,4.3030771484e+003,4.1769228516e+003,
4.2656250000e+000,4.1800000000e+003,4.2225639648e+003,4.1856411133e+003,4.1841025391e+003,4.2733334961e+003,4.1882050781e+003,4.2707690430e+003,4.2579487305e+003,4.1871796875e+003,4.3430771484e+003,4.1887177734e+003,4.1753847656e+003,4.3020512695e+003,4.1753847656e+003,
4.2734375000e+000,4.1815385742e+003,4.2276923828e+003,4.1851284180e+003,4.1841025391e+003,4.2933334961e+003,4.1892309570e+003,4.2841025391e+003,4.2687177734e+003,4.1871796875e+003,4.3410258789e+003,4.1907690430e+003,4.1774360352e+003,4.3107690430e+003,4.1794873047e+003,
4.2812500000e+000,4.1800000000e+003,4.2317949219e+003,4.1841025391e+003,4.1841025391e+003,4.3184614258e+003,4.2000000000e+003,4.2943588867e+003,4.2707690430e+003,4.1856411133e+003,4.3728203125e+003,4.1897436523e+003,4.1758974609e+003,4.3158974609e+003,4.1784614258e+003,
4.2890625000e+000,4.1784614258e+003,4.2266665039e+003,4.1861538086e+003,4.1841025391e+003,4.2815385742e+003,4.2015385742e+003,4.2789741211e+003,4.2543588867e+003,4.1861538086e+003,4.3769228516e+003,4.1902563477e+003,4.1764101563e+003,4.3005126953e+003,4.1789741211e+003,
4.2968750000e+000,4.1784614258e+003,4.2246152344e+003,4.1851284180e+003,4.1841025391e+003,4.2584614258e+003,4.1953847656e+003,4.2733334961e+003,4.2512822266e+003,4.1861538086e+003,4.3476923828e+003,4.1876923828e+003,4.1774360352e+003,4.2933334961e+003,4.1794873047e+003,
4.3046875000e+000,4.1794873047e+003,4.2317949219e+003,4.1835898438e+003,4.1841025391e+003,4.3030771484e+003,4.1984614258e+003,4.2923076172e+003,4.2661538086e+003,4.1861538086e+003,4.3389741211e+003,4.1882050781e+003,4.1758974609e+003,4.3030771484e+003,4.1779487305e+003,
4.3125000000e+000,4.1815385742e+003,4.2287177734e+003,4.1856411133e+003,4.1841025391e+003,4.3041025391e+003,4.1974360352e+003,4.2912822266e+003,4.2646152344e+003,4.1861538086e+003,4.3425639648e+003,4.1892309570e+003,4.1764101563e+003,4.2974360352e+003,4.1784614258e+003,
4.3203125000e+000,4.1794873047e+003,4.2133334961e+003,4.1861538086e+003,4.1841025391e+003,4.2574360352e+003,4.1876923828e+003,4.2646152344e+003,4.2430771484e+003,4.1861538086e+003,4.3256411133e+003,4.1851284180e+003,4.1743588867e+003,4.2764101563e+003,4.1764101563e+003,
4.3281250000e+000,4.1794873047e+003,4.2153847656e+003,4.1841025391e+003,4.1841025391e+003,4.2748715820e+003,4.1856411133e+003,4.2625639648e+003,4.2456411133e+003,4.1861538086e+003,4.3205126953e+003,4.1856411133e+003,4.1748715820e+003,4.2764101563e+003,4.1758974609e+003,
4.3359375000e+000,4.1805126953e+003,4.2215385742e+003,4.1835898438e+003,4.1841025391e+003,4.2866665039e+003,4.1882050781e+003,4.2605126953e+003,4.2574360352e+003,4.1861538086e+003,4.3215385742e+003,4.1861538086e+003,4.1769228516e+003,4.2784614258e+003,4.1774360352e+003,
4.3437500000e+000,4.1784614258e+003,4.2107690430e+003,4.1841025391e+003,4.1841025391e+003,4.2230771484e+003,4.1871796875e+003,4.2271796875e+003,4.2400000000e+003,4.1856411133e+003,4.2984614258e+003,4.1861538086e+003,4.1753847656e+003,4.2533334961e+003,4.1753847656e+003,
4.3515625000e+000,4.1800000000e+003,4.2010258789e+003,4.1841025391e+003,4.1830771484e+003,4.1938461914e+003,4.1861538086e+003,4.2143588867e+003,4.2266665039e+003,4.1851284180e+003,4.2825639648e+003,4.1866665039e+003,4.1758974609e+003,4.2348715820e+003,4.1743588867e+003,
4.3593750000e+000,4.1794873047e+003,4.2025639648e+003,4.1841025391e+003,4.1830771484e+003,4.2051284180e+003,4.1887177734e+003,4.2200000000e+003,4.2302563477e+003,4.1846152344e+003,4.2682050781e+003,4.1841025391e+003,4.1769228516e+003,4.2312822266e+003,4.1728203125e+003,
4.3671875000e+000,4.1758974609e+003,4.2138461914e+003,4.1846152344e+003,4.1841025391e+003,4.2256411133e+003,4.1871796875e+003,4.2087177734e+003,4.2328203125e+003,4.1841025391e+003,4.2512822266e+003,4.1851284180e+003,4.1769228516e+003,4.2328203125e+003,4.1738461914e+003,
4.3750000000e+000,4.1774360352e+003,4.2179487305e+003,4.1846152344e+003,4.1846152344e+003,4.2471796875e+003,4.1851284180e+003,4.2020512695e+003,4.2358974609e+003,4.1851284180e+003,4.2523076172e+003,4.1861538086e+003,4.1769228516e+003,4.2343588867e+003,4.1758974609e+003,
4.3828125000e+000,4.1784614258e+003,4.2051284180e+003,4.1841025391e+003,4.1835898438e+003,4.1933334961e+003,4.1861538086e+003,4.1984614258e+003,4.2184614258e+003,4.1846152344e+003,4.2307690430e+003,4.1825639648e+003,4.1748715820e+003,4.2112822266e+003,4.1728203125e+003,
4.3906250000e+000,4.1769228516e+003,4.1953847656e+003,4.1841025391e+003,4.1825639648e+003,4.1200000000e+003,4.1861538086e+003,4.1810258789e+003,4.1876923828e+003,4.1835898438e+003,4.1994873047e+003,4.1805126953e+003,4.1758974609e+003,4.1830771484e+003,4.1738461914e+003,
4.3984375000e+000,4.1769228516e+003,4.1979487305e+003,4.1835898438e+003,4.1825639648e+003,4.1307690430e+003,4.1846152344e+003,4.1641025391e+003,4.1861538086e+003,4.1856411133e+003,4.1984614258e+003,4.1835898438e+003,4.1769228516e+003,4.1876923828e+003,4.1738461914e+003,
4.4062500000e+000,4.1774360352e+003,4.2025639648e+003,4.1841025391e+003,4.1841025391e+003,4.1620512695e+003,4.1846152344e+003,4.1707690430e+003,4.2020512695e+003,4.1866665039e+003,4.2107690430e+003,4.1861538086e+003,4.1769228516e+003,4.2030771484e+003,4.1702563477e+003,
4.4140625000e+000,4.1774360352e+003,4.2025639648e+003,4.1841025391e+003,4.1846152344e+003,4.1610258789e+003,4.1851284180e+003,4.1943588867e+003,4.2046152344e+003,4.1856411133e+003,4.2338461914e+003,4.1846152344e+003,4.1764101563e+003,4.2061538086e+003,4.1723076172e+003,
4.4218750000e+000,4.1789741211e+003,4.2015385742e+003,4.1841025391e+003,4.1846152344e+003,4.1671796875e+003,4.1851284180e+003,4.1897436523e+003,4.1969228516e+003,4.1846152344e+003,4.2415385742e+003,4.1846152344e+003,4.1753847656e+003,4.1989741211e+003,4.1733334961e+003,
4.4296875000e+000,4.1774360352e+003,4.2005126953e+003,4.1846152344e+003,4.1846152344e+003,4.1687177734e+003,4.1851284180e+003,4.1646152344e+003,4.1876923828e+003,4.1846152344e+003,4.2153847656e+003,4.1861538086e+003,4.1758974609e+003,4.1902563477e+003,4.1717949219e+003,
4.4375000000e+000,4.1743588867e+003,4.2000000000e+003,4.1841025391e+003,4.1841025391e+003,4.1482050781e+003,4.1861538086e+003,4.1594873047e+003,4.1841025391e+003,4.1846152344e+003,4.2020512695e+003,4.1841025391e+003,4.1748715820e+003,4.1856411133e+003,4.1717949219e+003,
4.4453125000e+000,4.1835898438e+003,4.2005126953e+003,4.1841025391e+003,4.1835898438e+003,4.1451284180e+003,4.1861538086e+003,4.1723076172e+003,4.1892309570e+003,4.1851284180e+003,4.2133334961e+003,4.1841025391e+003,4.1753847656e+003,4.1871796875e+003,4.1743588867e+003,
4.4531250000e+000,4.1866665039e+003,4.2000000000e+003,4.1841025391e+003,4.1830771484e+003,4.1651284180e+003,4.1861538086e+003,4.1794873047e+003,4.1953847656e+003,4.1856411133e+003,4.2148715820e+003,4.1861538086e+003,4.1784614258e+003,4.1938461914e+003,4.1753847656e+003,
4.4609375000e+000,4.1794873047e+003,4.1989741211e+003,4.1841025391e+003,4.1820512695e+003,4.1728203125e+003,4.1861538086e+003,4.1815385742e+003,4.1928203125e+003,4.1856411133e+003,4.2092309570e+003,4.1846152344e+003,4.1784614258e+003,4.1912822266e+003,4.1702563477e+003,
4.4687500000e+000,4.1835898438e+003,4.1989741211e+003,4.1841025391e+003,4.1825639648e+003,4.1738461914e+003,4.1861538086e+003,4.1902563477e+003,4.1912822266e+003,4.1861538086e+003,4.2164101563e+003,4.1835898438e+003,4.1779487305e+003,4.1876923828e+003,4.1707690430e+003,
4.4765625000e+000,4.1851284180e+003,4.2010258789e+003,4.1841025391e+003,4.1835898438e+003,4.1789741211e+003,4.1856411133e+003,4.1907690430e+003,4.1958974609e+003,4.1861538086e+003,4.2312822266e+003,4.1841025391e+003,4.1758974609e+003,4.1958974609e+003,4.1733334961e+003,
4.4843750000e+000,4.1784614258e+003,4.2025639648e+003,4.1841025391e+003,4.1846152344e+003,4.1789741211e+003,4.1851284180e+003,4.1676923828e+003,4.1938461914e+003,4.1851284180e+003,4.2369228516e+003,4.1846152344e+003,4.1758974609e+003,4.1979487305e+003,4.1712822266e+003,
4.4921875000e+000,4.1769228516e+003,4.2010258789e+003,4.1841025391e+003,4.1846152344e+003,4.1923076172e+003,4.1851284180e+003,4.1528203125e+003,4.1856411133e+003,4.1846152344e+003,4.2210258789e+003,4.1835898438e+003,4.1779487305e+003,4.1923076172e+003,4.1707690430e+003,
4.5000000000e+000,4.1810258789e+003,4.2005126953e+003,4.1841025391e+003,4.1841025391e+003,4.2107690430e+003,4.1841025391e+003,4.1666665039e+003,4.1835898438e+003,4.1835898438e+003,4.2102563477e+003,4.1825639648e+003,4.1764101563e+003,4.1953847656e+003,4.1728203125e+003,
4.5078125000e+000,4.1846152344e+003,4.2010258789e+003,4.1841025391e+003,4.1841025391e+003,4.2117949219e+003,4.1856411133e+003,4.1805126953e+003,4.1917949219e+003,4.1846152344e+003,4.2389741211e+003,4.1841025391e+003,4.1774360352e+003,4.2092309570e+003,4.1758974609e+003,
